source_id,source_type,title,year,url,what_it_supports,evidence_level,bias_note,review_status,notes
S099,official_npo_report,沖縄NGOセンター 2024年度事業報告書等,2025,https://www.npo-homepage.go.jp/npoportal/document/047021403/hokoku/2024700/2024%E5%B9%B4%E5%BA%A6%E4%BA%8B%E6%A5%AD%E5%A0%B1%E5%91%8A%E6%9B%B8%E7%AD%89.pdf,W1 T1-D/E legal annual report and project-level costs for MOFA Okinawa Prefecture and Okinawa City commissions,E4,Official statutory NPO report; project cost is not identical to year-end receivable or cash paid,ai_seeded,W1 source; FY2024 project costs: MOFA NGO consultant JPY 2.894m; Okinawa City KIP JPY 16.04m; Okinawa Pref multicultural policy-conference support JPY 5.53m; archived.
S100,official_project_report,JICA 2019年度教師海外研修 九州沖縄 報告書,2020,https://www.jica.go.jp/domestic/kyushu/activities/kaihatsu/__icsFiles/afieldfile/2025/03/27/report_2019.pdf,W1 T1-E ONC identified as contractor for JICA teacher overseas training program and report,E4,Official JICA report confirms contractor role but does not state contract amount,ai_seeded,W1 source; ONC named as 本事業・本報告書等受託者 on page 103 PDF page index 102; archived.
S101,official_portal,外務省 NGO相談員リスト 令和8年度,2026,https://www.mofa.go.jp/mofaj/gaiko/oda/about/shimin/pagew_000001_00006.html,W1 T1-E continuation of ONC designation as Okinawa NGO consultant in FY2026,E4,Official MOFA list confirms designation but not amount,ai_seeded,W1 source; supports continuity beyond S096 FY2025; bot archive failed with HTTP 403.
S102,military_news,NOSCO joins donation of cooling fans to Heshikiya after-school childcare center,2025,https://www.dvidshub.net/news/546868/us-navy-sailors-help-okinawan-childcare-center-beat-heat,W1 T1-A named local recipient context and NOSCO joint in-kind donation,E3,Military public-affairs source; joint contribution and recipient legal name/value are not separated,ai_seeded,W1 source; three industrial cooling fans donated jointly with CFAO VP-9 and CFAO CPOA; archived.
S103,official_portal,NPO法人世界版「平和の礎」を提案する会 行政入力情報,2026,https://www.npo-homepage.go.jp/npoportal/gyosei-print/047006834,REG-01 C001: 确认法人名称所在地成立日期目的与法定文件,E4,新设组织持续性仍待后续观察,ai_seeded,Merged from SC001; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S104,official_portal,NPO法人信息检索结果：沖縄平和協力センター,2026,https://www.npo-homepage.go.jp/npoportal/list?fiscal_year_end_first=&fiscal_year_end_second=&fiscal_year_start_first=&fiscal_year_start_second=&goc%5B0%5D=000&order=desc&page=260&sort=gov_code,REG-01 C002: 确认法人身份与所在地,E4,需打开个体页和年报核活动,ai_seeded,Merged from SC002; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S105,organization_site,沖教組とは,2026,https://www.oki-tu.org/about_us,REG-01 C003: 确认组织构成历史与和平教育,E4,基地议题需另取具体行动页,ai_seeded,Merged from SC003; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S106,organization_site,組合について：沖縄県高等学校障害児学校教職員組合,2026,https://www.oki-htu.or.jp/about.php,REG-01 C004: 确认组织与基地和平行进历史,E4,需补具体事件页,ai_seeded,Merged from SC004; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S107,organization_site,連合沖縄とは,2026,https://www.rengo-okinawa.jp/about-us/,REG-01 C005: 确认正式名称规模和组织性质,E4,规模为官网自报,ai_seeded,Merged from SC005; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S108,organization_action_record,在日米軍関係者によって繰り返される性的暴行事件に関する抗議・要請,2026,https://www.rengo-okinawa.jp/cat-news/post-2485/,REG-01 C005: 确认具体基地人权要请行动,E4,单一行动不能代表全部定位,ai_seeded,Merged from SC006; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S109,organization_site,沖縄県労連の紹介,2026,https://okinawakenroren.org/kenrorenshokai.html,REG-01 C006: 确认章程和基地撤去和平目标,E4,需补冲绳具体共同行动,ai_seeded,Merged from SC007; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S110,organization_site,自治労沖縄県本部,2026,https://www.jichiro.okinawa/,REG-01 C007: 确认持续和平行进与边野古记录,E4,网站新闻需逐条归档,ai_seeded,Merged from SC008; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S111,organization_site,一般社団法人沖縄県女性連合会,2026,https://www.okifuren.com/,REG-01 C008: 确认法律身份成员结构和目的,E4,未直接证明基地议题参与,ai_seeded,Merged from SC009; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S112,official_legislative_record,沖縄県議会委員会记录：宫古两团体陈情,2026,https://www.pref.okinawa.lg.jp/_res/projects/default_project/_page_/001/017/050/inkaihou.compressed.pdf,REG-01 C013;C014: 确认团体名称共同代表和正式陈情,E4,不能单独证明持续年限,ai_seeded,Merged from SC014; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S113,local_news,考える会・郡民の会抗议报道,2026,https://www.miyakomainichi.com/news/post-82976/,REG-01 C013;C015: 确认具名代表共同活动和水/部署框架,E4,需官方或组织第二来源,ai_seeded,Merged from SC015; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S114,organization_site,宮古島環境クラブ,2026,https://www.npo-mec.net/,REG-01 C016: 确认任意团体身份项目和地下水保全,E4,需记录成立与代表字段,ai_seeded,Merged from SC016; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S115,organization_site,宮古島海の環境ネットワーク,2026,https://econet.jpn.org/,REG-01 C017: 确认NPO及海洋调查教育项目,E4,与军事设施争议连接待核,ai_seeded,Merged from SC017; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S116,organization_site,PFAS汚染から市民の生命を守る連絡会について,2026,https://darkwater.okinawa/about/,REG-01 C018: 确认2019成立代表目标和基地来源框架,E4,部分因果表述为组织主张需保留归属,ai_seeded,Merged from SC018; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S117,official_government_record,沖縄県PFAS健康影响委员会议事概要,2026,https://www.pref.okinawa.lg.jp/_res/projects/default_project/_page_/001/026/790/r7_04gijigaiyou.pdf,REG-01 C018: 政府记录确认团体参与听证,E4,不证明所有因果主张,ai_seeded,Merged from SC019; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S118,official_legislative_record,うるま市议会会议录：ミサイル配備から命を守る市民の会,2026,https://www.city.uruma.lg.jp/documents/2778/163164165kaigiroku_2.pdf,REG-01 C019: 确认团体成立与地方议题,E4,会议发言需与组织资料交叉,ai_seeded,Merged from SC020; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S119,local_news,うるま市民の会发足报道,2026,https://ryukyushimpo.jp/news/entry-1623776.html,REG-01 C019: 确认成立集会和参与规模,E4,需补自有网站,ai_seeded,Merged from SC021; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S120,organization_site,沖縄・琉球弧の声を届ける会,2026,https://ryukyukohp.jimdofree.com/,REG-01 C020: 确认共同代表多期讲座与跨岛主题,E4,非正式组织法律身份未定,ai_seeded,Merged from SC022; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S121,organization_site,全国公害弁護団連絡会議,2026,https://www.kogai-net.com/,REG-01 C021: 确认跨诉讼律师网络组织性质,E4,需提取冲绳案件具体参与,ai_seeded,Merged from SC023; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S122,member_organization_website,全国基地爆音訴訟原告団連絡会議介绍,2026,https://bakuon.org/yonjitop/zenkoku.html,REG-01 C022: 确认组织目标和共同政府交涉,E4,由成员原告团托管非独立官网,ai_seeded,Merged from SC024; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S123,member_organization_action_record,全国基地爆音訴訟原告団連絡会政府要请报道,2026,https://bakuon.org/2026/06/22/2026-06-18%E3%80%80%E5%85%A8%E5%9B%BD%E5%9F%BA%E5%9C%B0%E7%88%86%E9%9F%B3%E8%A8%B4%E8%A8%9F%E5%8E%9F%E5%91%8A%E5%9B%A3%E9%80%A3%E7%B5%A1%E4%BC%9A%E3%81%8C%E5%9B%BD%E4%BC%9A%E4%BA%A4%E6%B8%89/,REG-01 C022: 列出嘉手纳普天间等参与团体,E4,共同行动不等于稳定联盟,ai_seeded,Merged from SC025; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S124,legal_network_report,普天間基地爆音訴訟报告,2026,https://www.kogai-net.com/sokai-document/document38/38-200/38-223/,REG-01 C024: 确认弁护团主张原告规模和判决,E4,历史阶段需与当前诉讼代际区分,ai_seeded,Merged from SC027; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S125,organization_statement,日本YWCA辺野古新基地建設声明,2026,https://www.ywca.or.jp/wp-content/uploads/2020/05/0526.pdf,REG-01 C025: 确认组织身份和边野古立场,E4,单份声明需结合长期活动页,ai_seeded,Merged from SC028; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S126,organization_site,辺野古の海を土砂で埋めるな首都圏連絡会,2026,https://henokoumeruna2018.exblog.jp/,REG-01 C035: 持续行动博客证明非一次性署名,E4,正式组织信息较少,ai_seeded,Merged from SC039; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S127,partner_organization_record,JAWAN对首都圈联络会行动记录,2026,https://www.jawan.jp/rept/rp2019-j129/4.html,REG-01 C035: 独立伙伴组织记录行动,E4,仅覆盖单次示威,ai_seeded,Merged from SC040; accessed 2026-07-12; actor identity may be merged before classification/edge human review.
S128,court_record,Center for Biological Diversity v. Mattis No. 15-15695 opinion,2020,https://cdn.ca9.uscourts.gov/datastore/opinions/2017/08/21/15-15695.pdf,R8-01 R8C01: party list NHPA posture and 2017 remand,E4,Official published appellate opinion.,ai_seeded,Merged from R8S02; primary/secondary=primary; legal outcome and actor-role wording remain subject to HR-014.
S129,court_record,Center for Biological Diversity v. Esper No. 18-16836 opinion,2020,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/06/18-16836.pdf,R8-01 R8C01: final appellate outcome and Section 402 standard,E4,Official published appellate opinion filed 2020-05-06.,ai_seeded,Merged from R8S03; primary/secondary=primary; legal outcome and actor-role wording remain subject to HR-014.
S130,official_data,普天間飛行場代替施設建設事業に係る環境影響評価書（補正後） publication hub,2013,https://www.mod.go.jp/rdb/okinawa/effort/base/evaluation/hyoukayouyaku.html,R8-01 R8C02: EIA proponent procedure and corrected assessment,E4,Official publication hub; S047 in main log points to a closely related Defense Bureau EIA page.,ai_seeded,Merged from R8S05; primary/secondary=primary; legal outcome and actor-role wording remain subject to HR-014.
S131,organization_statement,「普天間飛行場代替施設建設事業に係る環境影響評価書（補正後）」への意見,2013,https://www.nacsj.or.jp/statement/50946/,R8-01 R8C02: commenter role targets claims and date,E4,Dated 2013-02-12 formal submission to national and prefectural officials.,ai_seeded,Merged from R8S06; primary/secondary=primary_organization; legal outcome and actor-role wording remain subject to HR-014.
S132,organization_statement,普天間飛行場代替施設建設事業に係る環境影響評価方法書に対する意見,2013,https://www.nacsj.or.jp/statement/51098/,R8-01 R8C02: method-statement commenter role and early procedure,E4,Dated 2004-06-10 formal comment.,ai_seeded,Merged from R8S07; primary/secondary=primary_organization; legal outcome and actor-role wording remain subject to HR-014.
S133,court_record,Third Kadena Air Base noise injunction appeal judgment,2019,https://www.courts.go.jp/assets/hanrei/hanrei-pdf-88988.pdf,R8-01 R8C03: claims parties legal reasoning and outcome,E4,Official judgment PDF; title metadata should be rechecked before main source-log merge.,ai_seeded,Merged from R8S08; primary/secondary=primary; legal outcome and actor-role wording remain subject to HR-014.
S134,official_data,爆音響く 第三次嘉手納基地爆音差止訴訟の記録 2011.4-2022.3 総集編,2011,https://ndlsearch.ndl.go.jp/books/R100000002-I032624657,R8-01 R8C03: plaintiff-group and counsel-group identity,E3,Official library catalog identifies author/publisher; content itself not yet retrieved.,ai_seeded,Merged from R8S09; primary/secondary=primary_official_catalog; legal outcome and actor-role wording remain subject to HR-014.
S135,court_record,令和4年3月10日 普天間飛行場周辺損害賠償請求事件判決,2022,https://www.courts.go.jp/assets/hanrei/hanrei-pdf-91354.pdf,R8-01 R8C04: case numbers resident plaintiffs claims and partial damages outcome,E4,Official judgment: Heisei 30 (wa) 201 and Reiwa 2 (wa) 33.,ai_seeded,Merged from R8S10; primary/secondary=primary; legal outcome and actor-role wording remain subject to HR-014.
S136,formal_counsel_material,「普天間基地爆音訴訟団」のホームページができました,2022,https://okinawagodo.org/blog/1230/,R8-01 R8C04: A053 formal name plaintiff-group identity filing date and counsel-secretariat role,E4,Does not fully crosswalk both official joined case numbers.,ai_seeded,Merged from R8S11; primary/secondary=primary_organization; legal outcome and actor-role wording remain subject to HR-014.
S137,court_record,石垣市住民投票実施義務付け等請求事件判決,2020,https://www.courts.go.jp/app/files/hanrei_jp/731/089731_hanrei.pdf,R8-01 R8C05: claims plaintiff category ordinance text and dismissal,E4,Naha District Court judgment dated 2020-08-27; official PDF anonymizes plaintiffs.,ai_seeded,Merged from R8S12; primary/secondary=primary; legal outcome and actor-role wording remain subject to HR-014.
S138,local_official,石垣市平得大俣地域への陸上自衛隊配備計画の賛否を問う住民投票条例に係る議会審議の結果,2020,https://www.city.ishigaki.okinawa.jp/jieiteikannrenn/news/3615.html,R8-01 R8C05: ordinance request and council result,E4,Official city page links the deliberation result.,ai_seeded,Merged from R8S13; primary/secondary=primary; legal outcome and actor-role wording remain subject to HR-014.
S139,legal_source,在外日本人国民審査権確認等請求事件最高裁判決を踏まえた原告ら代理人の意見,2020,https://ishigaki-tohyo.com/wp-content/uploads/2022/07/%E5%9C%A8%E5%A4%96%E6%97%A5%E6%9C%AC%E4%BA%BA%E5%9B%BD%E6%B0%91%E5%AF%A9%E6%9F%BB%E6%A8%A9%E7%A2%BA%E8%AA%8D%E7%AD%89%E8%AB%8B%E6%B1%82%E4%BA%8B%E4%BB%B6%E6%9C%80%E9%AB%98%E8%A3%81%E5%88%A4%E6%89%80%E5%A4%A7%E6%B3%95%E5%BB%B7%E5%88%A4%E6%B1%BA%E3%82%92%E8%B8%8F%E3%81%BE%E3%81%88%E3%81%9F-1.pdf,R8-01 R8C05: counsel role and later status-confirmation claims,E4,Related later litigation phase; do not substitute for official 2020 judgment.,ai_seeded,Merged from R8S14; primary/secondary=primary_organization; legal outcome and actor-role wording remain subject to HR-014.
S140,court_record,泡瀬干潟埋立公金支出差止等請求事件判決,2017,https://www.courts.go.jp/assets/hanrei/hanrei-pdf-37115.pdf,R8-01 R8C06: first-wave parties procedure public-finance and environmental claims outcome,E4,Official 200-page judgment.,ai_seeded,Merged from R8S15; primary/secondary=primary; legal outcome and actor-role wording remain subject to HR-014.
S141,court_record,特別保存に付した事件 平成29年度完結分,2017,https://www.courts.go.jp/naha/vc-files/naha/2024/chisai/minji/tokubetuhozon/H29kanketubunitiranhyou.pdf,R8-01 R8C06: second-wave case numbers title and completion date,E4,Lists Heisei 23 (gyo-u) 17/18 as second Awase public-expenditure injunction case.,ai_seeded,Merged from R8S16; primary/secondary=primary; legal outcome and actor-role wording remain subject to HR-014.
S142,legal_source,第2次泡瀬干潟埋立住民訴訟の上告棄却に関する原告と弁護団の声明,2017,https://www.jelf-justice.org/?p=1114,R8-01 R8C06: second-wave claimant and counsel roles appellate and Supreme Court outcomes,E4,Use as litigant-side formal record; outcome dates can be checked against court register.,ai_seeded,Merged from R8S17; primary/secondary=primary_organization; legal outcome and actor-role wording remain subject to HR-014.
S143,official_data,平成19年度沖縄県訟務年報,2017,https://www.pref.okinawa.jp/_res/projects/default_project/_page_/001/016/473/syoumu_nenpou_h19.pdf,R8-01 R8C06: first-wave case numbers defendants and pending status,E4,Official prefectural litigation annual report.,ai_seeded,Merged from R8S18; primary/secondary=primary; legal outcome and actor-role wording remain subject to HR-014.
S144,parent_organization_profile,日本YWCA『沖縄YWCAのご紹介』,2022,https://www.ywca.or.jp/kaze/0214news-2/,"HR-011 A107: 2002 founding, regional-YWCA identity, named officers, youth activity, and direct Henoko activity",E4,"Parent-body profile; strong for organizational affiliation and reported activity, not independent evaluation",human_checked,User-reviewed 2026-07-13; specific article dated 2022-02-14.
S145,parent_organization_topic_page,日本YWCA 沖縄专题页,2026,https://www.ywca.or.jp/tag/%E6%B2%96%E7%B8%84/,HR-011 A107: continuing parent-body coverage of Okinawa YWCA and Okinawa-related activity,E3,Parent-body topic index; use with the specific organization profile S144,human_checked,Merged from SC010; accessed and human-reviewed 2026-07-13.
S146,organization_site,沖縄を再び戦場にさせない県民の会 公式サイト,2023,https://kenminnokai.okinawa/,"HR-011 A108: official name, representatives, purpose, structure, and activities",E4,Primary movement source; use news sources for attendance and external corroboration,human_checked,User-reviewed 2026-07-13.
S147,local_news,QAB『沖縄を再び戦場にさせない「県民平和大集会」』,2023,https://www.qab.co.jp/news/20231123193623.html,HR-011 A108: 2023-11-23 prefectural peace rally and organizer-reported attendance,E4,Attendance is organizer-reported and must be attributed as such,human_checked,User-reviewed 2026-07-13; event participation does not establish stable alliances.
S148,local_news,沖縄を再び戦場にさせない県民の会 发足报道,2023,https://ryukyushimpo.jp/news/entry-1754082.html,"HR-011 A108: formation, purpose, and prefecture-wide network positioning",E4,News account; umbrella formation does not make every participant a stable member edge,human_checked,Merged from SC013; user-reviewed 2026-07-13.
S149,local_news,嘉手納爆音、第4次訴訟を提起―原告3万5566人,2022,https://ryukyushimpo.jp/news/entry-1461735.html,"HR-011/012 A052/A109: fourth Kadena round, filing, plaintiff scale, households, municipalities, and counsel-team existence",E4,News account; does not establish a complete individual-lawyer roster,human_checked,User-reviewed 2026-07-13; published 2022-01-28.
S150,local_news,QAB 第4次嘉手納基地爆音差止訴訟 第1回口頭弁論前夜集会,2023,https://www.qab.co.jp/news/20230119159860.html,HR-011 A109: fourth-round plaintiffs and lawyers preparing the first oral hearing,E3,"Event report; confirms case-specific role, not the full counsel roster",human_checked,Exact QAB page located during main-thread integration; user had identified the 2023-01-19 report.
S151,organization_site,嘉手納基地爆音差止訴訟原告団 公式サイト,2026,https://kadena-bakuon.jp/,HR-011/012 A052/A109: official plaintiff-group identity and fourth-round litigation context,E4,Plaintiff-group source; strong for self-identity and case chronology,human_checked,User-reviewed 2026-07-13.
S152,participating_law_firm_record,第4次嘉手納基地爆音差止訴訟 提訴说明,2022,https://ameblo.jp/hibikilaw-staff/entry-12727218527.html,HR-011 A109: participating-law-firm confirmation of a case-specific counsel team,E3,Participating firm account; do not infer a complete roster or representation scope,human_checked,Merged from SC026; bounded by the user's no-roster-inference decision.
S153,organization_site,辺野古に基地を絶対つくらせない大阪行動 公式博客,2026,https://blog.livedoor.jp/henoko_osaka/,HR-011 A110: sustained Osaka/Kansai Henoko solidarity action,E3,Self-published action record; use only as mainland solidarity layer,human_checked,Merged from SC041; public action does not establish a stable alliance.
S154,media_record,IWJ 大阪・辺野古声援行动记录,2014,https://iwj.co.jp/wj/open/archives/146582,HR-011 A110: externally reported Osaka action concerning Henoko,E3,Single event report; cannot by itself establish full organizational continuity,human_checked,Merged from SC042; user-reviewed 2026-07-13.
S155,organization_history,嘉手納基地爆音差止訴訟原告団 訴訟の歴史,2026,https://kadena-bakuon.jp/trial/history/,HR-012 A052: continuity from the first through fourth Kadena litigation rounds,E4,Plaintiff-group history; strong for self-described organizational continuity,human_checked,User-reviewed 2026-07-13; rounds are not separate registry actors.
S156,organization_site,普天間基地爆音訴訟団 公式サイト,2026,https://futenma-bakuon.jp/,HR-012 A053: official canonical name and continuity across Futenma litigation rounds,E4,Plaintiff-group source; strong for self-identity and chronology,human_checked,User-reviewed 2026-07-13; use with official judgment S135.
S157,union_research_report,島の未来は市民が決める―石垣島の自衛隊配備問題―,2018,https://www.jichiro.gr.jp/jichiken_kako/report/rep_tosa37/08/0802_yre/index.htm,HR-012 A010: predecessor formed 2015-08-20 and wider citizens liaison group formed 2016-09,E4,Movement-side local-government research report; detailed first-hand chronology,human_checked,Merged from SC032; user-reviewed 2026-07-13.
S158,organization_profile,宮古島地下水研究会 団体概要,2026,https://miyakojima-tikasui.com/about_us.html,HR-011 C015 defer: comparison organization has a distinct confirmed name and named co-representatives,E4,Comparison source only; does not establish identity of C015,human_checked,Use to prevent mistaken merger; C015 remains needs_second_source and outside the registry.
S159,news_magazine,週刊金曜日 石垣島に軍事基地をつくらせない市民連絡会 2023年行动报道,2023,https://www.kinyobi.co.jp/kinyobinews/2023/04/04/antena-1238/,HR-012 A010: the established canonical name remained in documented use in 2023,E3,Movement-oriented magazine; useful for name-in-use cross-check,human_checked,Supports rejecting the unverified 2023 rename claim; not proof of every organizational detail.
S160,court_record,令和5年行コ第6号判決,2024,https://www.call4.jp/file/pdf/202407/5f499d29696072751d0d60cc3a9077f5.pdf,R9C_ISHIGAKI_2018_2024: 第二诉讼链高裁判决与前审信息,E3,CALL4托管而非法院官网；需官方裁判书。,ai_seeded,Phase-1 module source integration SMC006; module refs=R9:R9S027. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope;retain_usable_with_limit_boundary.
S161,court_record,石垣市住民投票を求める裁判 CALL4案件页,2024,https://www.call4.jp/search.php?items_id=I0000141&items_id_PAL%5B%5D=match+comp&run=true&type=action,R9C_ISHIGAKI_2018_2024: 组织自述成立、诉讼支持与最高裁通知日期,E3,组织侧材料不等于法院确认组织原告身份。,ai_seeded,Phase-1 module source integration SMC007; module refs=R9:R9S029. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope;retain_usable_with_limit_boundary.
S162,official_legislative_record,国民保护计划改正要请决议,2024,https://www.city.ishigaki.okinawa.jp/material/files/group/33/iinkai2024-1.pdf,Ishigaki: 市议会要求在撤离制度中确认市民意愿并说明补偿与协作机制 [frontline_taiwan_evacuation;life_safety;local_autonomy_referendum;procedural_fairness],E4,决议是政策要求不是已落实措施 | 市议会决议文字和制度角色清楚；不得写成已落实,ai_seeded,Phase-1 module source integration SMC009; module refs=R4:R4S014. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope.
S163,official_legislative_record,令和3年第5回石垣市議会定例会議事日程,2021,https://www.city.ishigaki.okinawa.jp/material/files/group/33/r3-6-28gijinittei.pdf,R9C_ISHIGAKI_2018_2024: 2021-06-28自治基本条例修正议案与议决,E4,"Process/source fact only; do not infer organization continuity, alliance, or later authorization.",ai_seeded,Phase-1 module source integration SMC010; module refs=R9:R9S025. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope.
S164,local_official,石垣市自治基本条例 これまでの見直し・改正,2025,https://www.city.ishigaki.okinawa.jp/material/files/group/9/r71zitikihon_siryou1-3.pdf,R9C_ISHIGAKI_2018_2024: 2021年删除第27/28条,E4,"Process/source fact only; do not infer organization continuity, alliance, or later authorization.",ai_seeded,Phase-1 module source integration SMC011; module refs=R9:R9S018. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope.
S165,local_official,石垣市避難実施要領概要,2022,https://www.city.ishigaki.okinawa.jp/soshiki/1/kokuminhogokankei/10812.html,Ishigaki: 石垣市连续公开年度撤离实施要领概要 [frontline_taiwan_evacuation;life_safety],E4,需下载各年度PDF比较变化 | 年度链接与页面更新时间 2026-02-27 可复核,ai_seeded,Phase-1 module source integration SMC012; module refs=R4:R4S013. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope.
S166,official_legislative_record,令和元年第1回石垣市議会臨時会提出議案と議決結果,2019,https://www.city.ishigaki.okinawa.jp/soshiki/gikai/teireikairinnjikai/teisyutugianntokekka/reiwagannnenndo/1310.html,R9C_ISHIGAKI_2018_2024: 第一次条例案于2019-02-01否决,E4,"Process/source fact only; do not infer organization continuity, alliance, or later authorization.",ai_seeded,Phase-1 module source integration SMC013; module refs=R9:R9S023. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope.
S167,official_legislative_record,令和元年第4回石垣市議会定例会提出議案と議決結果,2019,https://www.city.ishigaki.okinawa.jp/soshiki/gikai/teireikairinnjikai/teisyutugianntokekka/reiwagannnenndo/1314.html,R9C_ISHIGAKI_2018_2024: 2019-06-17議員提出議案第2号及否决,E4,"Process/source fact only; do not infer organization continuity, alliance, or later authorization.",ai_seeded,Phase-1 module source integration SMC014; module refs=R9:R9S024. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope.
S168,local_official,宮古島市新市施策：水源保护条例,undated,https://www.city.miyakojima.lg.jp/gyosei/kihonkeikaku/kensetsu/shisaku2.html,Miyako: 市政府把地下水源保护表述为岛民守护饮用水的共同意志 [groundwater_life_safety],E4,这是一般水政策背景；不得自动归因于自卫队部署 | 一般地下水政策可作宫古背景；没有部署连接，删除 environment_deployment,ai_seeded,Phase-1 module source integration SMC015; module refs=R4:R4S001. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope;confirm_year_or_period.
S169,local_official,宮古島市国民保護計画,2019,https://www.city.miyakojima.lg.jp/kurashi/bousai/bousaijyouhou/2019-0613-1126-269.html,Miyako: 市政府以武力攻击和大规模恐怖事件为国民保护计划的法定情境 [frontline_taiwan_evacuation;life_safety],E4,法定规划不等于冲突将发生 | 法定国民保护计划情境定位准确,ai_seeded,Phase-1 module source integration SMC016; module refs=R4:R4S006. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope.
S170,local_official,国民保護共同訓練住民意見と回答,2025,https://www.city.miyakojima.lg.jp/soshiki/shityo/soumubu/bousaikikikannri/oshirase/2026-0513-1044-269.html,Miyako: 公开问答说明撤离推演以港口机场仍可使用为前提 [frontline_taiwan_evacuation;procedural_fairness],E4,应人工编码居民疑问与政府回答的不同立场 | 原摘录“空港や港湾などのインフラ”在页面及两份附件中未找到；原“基础设施仍可用”释义也不受该问答支持,ai_seeded,Phase-1 module source integration SMC017; module refs=R4:R4S009. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope.
S171,local_official,その他の選挙（県民投票・市民投票）,2026,https://www.city.nago.okinawa.jp/kurashi/2018071901216,R9C_NAGO_1997: 1997投票日期与官方结果文件入口,E4,"Process/source fact only; do not infer organization continuity, alliance, or later authorization.",ai_seeded,Phase-1 module source integration SMC019; module refs=R9:R9S003. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope.
S172,local_official,1997年12月21日名護市民投票結果,1997,https://www.city.nago.okinawa.jp/kurashi/2018071901216/file_contents/19971221simintouhyou.xls,R9C_NAGO_1997: 完整票数、选举人、投票者、有效无效票和投票率,E4,核心总计一致；不引用有90票差异的当日投票小计。,ai_seeded,Phase-1 module source integration SMC020; module refs=R9:R9S022. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope.
S173,local_official,冲绳市 FY2019 交付金事业检证表,2019,https://www.city.okinawa.okinawa.jp/documents/1858/1kanryou.pdf,R10 administrative-collaboration evidence: KIP PDF pp.9-10,E4,archive and add to source log before main-table merge | source metadata inferred from crosswalk; no archive performed,ai_seeded,Phase-1 module source integration SMC021; module refs=R10:R10S05. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope;confirm_R10_inferred_type_year_and_support_scope.
